Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Name of Facility,Street Address,Total Fires
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 834 EN 13th,834 EN 13th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 849 EN 13th,849 EN 13th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 834 EN 15th,834 EN 15th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 848 EN 15th,848 EN 15th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 858 EN 15th,858 EN 15th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 502 EN 16th,502 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 642 EN 16th,642 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 674 EN 16th,674 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 674 1/2 EN 16th,674  1/2  EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 690 EN 16th,690 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 696 EN 16th #A-F,696 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 696 EN 16th #G - H,696 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 841 EN 16th,841 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 843 EN 16th,843 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 845 EN 16th,845 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 847 EN 16th,847 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 849 EN 16th,849 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 851 EN 16th,851 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 857 EN 16th,857 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 859 EN 16th,859 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 861 EN 16th,861 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 863 EN 16th,863 EN 16th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 610 EN 18th,610 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 625 EN 18th-Main,625 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 625 EN 18th #A & B,625 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 650 EN 18th,650 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 655 EN 18th,655 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 674 EN 18th,674 EN 18th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 682 EN 18th #A,682 EN 18th #A,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 682 EN 18th #B,682 EN 18th #B,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 610 EN 19th,610 EN 19th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 642 EN 19th,642 EN 19th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 650 EN 19th,650 EN 19th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 525 EN 20th,525 EN 20th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 541 EN 20th,541 EN 20th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 650 EN 20th,650 EN 20th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 657 EN 20th,657 EN 20th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 665 EN 20th,665 EN 20th,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 573 EN 21st,573 EN 21st,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 666 EN 21st,666 EN 21st,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1001 Washington Blvd,1001 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1002 Washington Blvd,1002 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1102 Washington Blvd,1102 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1501 Washington Blvd,1501 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1517 Washington Blvd,1517 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 1517  1/2 Washington Blvd,1517  1/2 Washington Blvd,0
2019,222178,Abilene Christian University,1,ACU-Abilene,5292,Rental 625 EN 18th #E,625 EN 18th #E,0
2019,222178,Abilene Christian University,4,ACU Oxford,5292,Oxford Bldg 9,"#9 Canterbury Rd., Oxford UK",0
2019,222178,Abilene Christian University,4,ACU Oxford,5292,Oxford Bldg 10,"#10 Canterbury rd., Oxford, UK",0
2019,222178,Abilene Christian University,5,ACU-Leipzig,5292,Leipzig Villa,"52 Kathe-Kollwitz-Strasse, Leipzig, Germany",0
2019,222178,Abilene Christian University,6,ACU-Montevideo,5292,Montevideo-Contutti,"1137 Obligado, Montevideo, Uruguay",0
2019,138558,Abraham Baldwin Agricultural College,1,ABAC main campus,3927,ABAC Place,100Faculty Dr,1
2019,138558,Abraham Baldwin Agricultural College,1,ABAC main campus,3927,ABAC Lakeside,180 Farm Lane,2
